pu_borough,pu_zone,pickup_hour,trip_count,median_duration_min,median_speed_mph,avg_trip_distance_miles
Queens,College Point,3,2,14.74,30.74,7.41
Queens,College Point,4,3,20.47,25.48,10.097
Queens,College Point,5,2,12.3,17.39,3.595
Queens,College Point,6,6,21.83,16.06,6.857
Queens,College Point,7,11,25.03,13.85,7.293
Queens,College Point,8,10,30.23,15.7,7.849
Queens,College Point,9,12,28.13,20.42,9.289
Queens,College Point,10,8,24.29,19.18,8.043
Queens,College Point,11,7,42.93,13.56,8.381
Queens,College Point,12,5,25.33,22.35,11.314
Queens,College Point,13,8,30.56,18.38,8.954
Queens,College Point,14,8,41.83,11.68,7.19
Queens,College Point,15,11,28.55,20.01,7.434
Queens,College Point,16,5,28.17,12.26,6.398
Queens,College Point,17,5,21.82,20.04,5.724
Queens,College Point,18,7,25.18,17.44,6.971
Queens,College Point,19,4,11.93,10.34,4.32
Queens,College Point,20,8,21.96,21.04,8.794
Queens,College Point,21,7,18.63,14.49,6.967
Queens,College Point,22,16,18.27,22.85,7.556
Queens,College Point,23,12,22.12,26.19,10.428
Queens,Corona,0,36,16.01,24.91,6.146
Queens,Corona,1,10,14.93,27.4,5.786
Queens,Corona,2,14,9.73,12.96,3.951
Queens,Corona,3,16,12.66,21.23,4.419
Queens,Corona,4,42,15.28,17.99,5.842
Queens,Corona,5,66,20.6,18.65,7.721
Queens,Corona,6,96,21.76,18.77,8.089
Queens,Corona,7,136,26.44,15.13,7.403
Queens,Corona,8,118,27.33,13.12,7.102
Queens,Corona,9,58,33.82,14.69,7.884
Queens,Corona,10,22,20.77,18.08,7.709
Queens,Corona,11,28,32.78,15.16,7.939
Queens,Corona,12,22,42.97,9.87,7.23
Queens,Corona,13,54,24.88,15.06,6.676
Queens,Corona,14,62,25.78,13.58,6.796
Queens,Corona,15,56,33.35,9.95,7.061
Queens,Corona,16,32,21.82,12.92,6.471
Queens,Corona,17,38,24.57,11.01,5.436
Queens,Corona,18,14,15.73,10.22,2.711
Queens,Corona,19,22,16.53,15.49,5.133
Queens,Corona,20,30,18.02,23.64,6.635
Queens,Corona,21,32,21.83,20.99,7.688
Queens,Corona,22,44,15.87,27.16,7.533
Queens,Corona,23,54,19.83,24.34,7.904
Queens,Douglaston,0,3,13.73,30.88,6.243
Queens,Douglaston,1,6,19.01,30.27,8.498
Queens,Douglaston,2,2,27.06,24.26,8.94
Queens,Douglaston,3,3,24.97,33.94,14.89
Queens,Douglaston,5,3,17.67,26.03,8.357
Queens,Douglaston,6,5,35.85,29.99,18.244
Queens,Douglaston,7,2,29.18,18.71,8.84
Queens,Douglaston,8,6,37.67,19.41,11.492
Queens,Douglaston,9,6,20.02,23.82,9.342
Queens,Douglaston,10,1,119.97,12.16,24.31
Queens,Douglaston,11,1,38.92,12.95,8.4
Queens,Douglaston,12,2,26.32,17.17,7.95
Queens,Douglaston,13,5,28.02,19.41,9.598
Queens,Douglaston,14,1,21.63,26.07,9.4
Queens,Douglaston,15,1,9.7,13.73,2.22
Queens,Douglaston,16,5,16.37,25.11,7.462
Queens,Douglaston,17,1,45.5,15.56,11.8
Queens,Douglaston,18,2,31.37,13.0,7.85
Queens,Douglaston,19,3,9.48,26.85,7.17
Queens,Douglaston,20,3,12.28,35.51,6.23
Queens,Douglaston,21,1,6.5,22.98,2.49
Queens,Douglaston,22,8,18.02,31.63,9.169
Queens,Douglaston,23,7,17.05,42.66,11.601
Queens,East Elmhurst,0,311,18.28,29.24,8.93
Queens,East Elmhurst,1,115,17.1,30.02,8.841
Queens,East Elmhurst,2,29,18.67,31.54,9.481
Queens,East Elmhurst,3,7,15.25,28.26,7.529
Queens,East Elmhurst,4,18,17.87,27.53,9.131
Queens,East Elmhurst,5,20,20.4,20.82,7.271
Queens,East Elmhurst,6,25,21.87,16.76,7.844
Queens,East Elmhurst,7,106,30.07,18.44,8.919
Queens,East Elmhurst,8,237,32.03,17.5,9.259
Queens,East Elmhurst,9,462,28.63,19.67,9.548
Queens,East Elmhurst,10,516,27.31,21.08,9.727
Queens,East Elmhurst,11,480,27.15,21.59,9.692
Queens,East Elmhurst,12,581,25.7,22.18,9.58
Queens,East Elmhurst,13,457,26.0,21.92,9.46
Queens,East Elmhurst,14,696,29.45,19.29,9.481
Queens,East Elmhurst,15,766,29.36,18.78,9.268
Queens,East Elmhurst,16,626,29.44,18.74,9.142
Queens,East Elmhurst,17,587,28.18,19.65,9.308
Queens,East Elmhurst,18,552,24.78,22.23,9.231
Queens,East Elmhurst,19,470,22.72,25.3,9.518
Queens,East Elmhurst,20,528,20.94,26.43,9.371
Queens,East Elmhurst,21,566,20.65,26.91,9.361
Queens,East Elmhurst,22,477,19.35,27.54,9.003
Queens,East Elmhurst,23,457,19.33,28.54,9.034
Queens,East Flushing,0,2,16.23,15.83,5.415
Queens,East Flushing,1,3,17.1,15.57,4.9
Queens,East Flushing,2,4,16.88,23.22,6.613
Queens,East Flushing,3,1,3.48,14.12,0.82
Queens,East Flushing,4,1,20.33,22.9,7.76
Queens,East Flushing,5,6,28.18,16.75,6.868
Queens,East Flushing,6,8,32.42,9.59,6.545
Queens,East Flushing,7,9,10.05,11.86,6.433
Queens,East Flushing,8,9,9.0,9.92,3.769
Queens,East Flushing,11,2,34.42,9.29,6.0
Queens,East Flushing,12,1,59.43,15.75,15.6
Queens,East Flushing,14,1,3.68,6.35,0.39
Queens,East Flushing,15,1,29.52,20.0,9.84
Queens,East Flushing,17,2,20.17,10.8,3.3
Queens,East Flushing,18,1,11.18,13.84,2.58
Queens,East Flushing,19,2,35.06,15.63,9.2
Queens,East Flushing,20,1,26.45,31.03,13.68
Queens,East Flushing,21,1,2.85,13.05,0.62
Queens,East Flushing,22,4,18.1,13.94,4.888
Queens,East Flushing,23,6,23.38,20.28,7.502
Queens,Elmhurst,0,40,14.14,17.19,5.61
Queens,Elmhurst,1,26,13.92,11.35,3.977
Queens,Elmhurst,2,31,13.3,12.35,4.128
Queens,Elmhurst,3,41,13.9,14.91,5.022
Queens,Elmhurst,4,84,14.43,13.9,4.996
Queens,Elmhurst,5,31,14.85,14.27,5.205
Queens,Elmhurst,6,59,22.37,16.39,6.831
Queens,Elmhurst,7,83,22.98,11.02,5.864
Queens,Elmhurst,8,64,19.85,11.13,5.675
Queens,Elmhurst,9,32,29.82,11.83,7.169
Queens,Elmhurst,10,27,23.6,14.09,6.064
Queens,Elmhurst,11,18,21.39,8.51,4.441
Queens,Elmhurst,12,37,21.23,11.37,5.619
Queens,Elmhurst,13,37,17.68,9.87,4.762
Queens,Elmhurst,14,34,19.23,10.19,4.316
Queens,Elmhurst,15,51,22.52,11.71,5.011
Queens,Elmhurst,16,56,19.94,13.92,5.442
Queens,Elmhurst,17,69,20.83,12.75,4.864
Queens,Elmhurst,18,64,22.25,12.7,5.805
Queens,Elmhurst,19,67,16.3,13.01,4.671
Queens,Elmhurst,20,77,15.57,15.04,4.864
Queens,Elmhurst,21,94,15.79,16.6,5.266
Queens,Elmhurst,22,94,14.2,14.01,4.376
Queens,Elmhurst,23,59,16.27,16.03,5.153
Queens,Elmhurst/Maspeth,0,11,18.7,16.81,4.912
Queens,Elmhurst/Maspeth,1,11,15.28,14.68,4.417
Queens,Elmhurst/Maspeth,2,9,18.82,17.22,6.148
Queens,Elmhurst/Maspeth,3,21,16.88,20.64,6.323
Queens,Elmhurst/Maspeth,4,27,19.38,24.6,6.956
Queens,Elmhurst/Maspeth,5,16,12.24,13.23,4.114
Queens,Elmhurst/Maspeth,6,36,16.63,16.63,5.532
Queens,Elmhurst/Maspeth,7,43,28.32,12.58,5.695
Queens,Elmhurst/Maspeth,8,43,19.52,13.58,4.988
Queens,Elmhurst/Maspeth,9,12,11.59,12.27,4.764
Queens,Elmhurst/Maspeth,10,16,9.02,20.4,5.116
Queens,Elmhurst/Maspeth,11,10,28.38,10.98,5.82
Queens,Elmhurst/Maspeth,12,9,9.98,12.98,3.921
Queens,Elmhurst/Maspeth,13,23,23.23,11.59,5.388
Queens,Elmhurst/Maspeth,14,21,16.32,17.35,4.529
Queens,Elmhurst/Maspeth,15,16,10.59,18.78,4.554
Queens,Elmhurst/Maspeth,16,10,9.89,10.42,3.617
Queens,Elmhurst/Maspeth,17,16,21.32,12.5,5.045
Queens,Elmhurst/Maspeth,18,15,21.62,16.59,7.492
Queens,Elmhurst/Maspeth,19,10,30.15,16.48,8.44
Queens,Elmhurst/Maspeth,20,11,16.6,15.65,4.457
Queens,Elmhurst/Maspeth,21,12,13.13,10.97,4.114
Queens,Elmhurst/Maspeth,22,11,13.78,17.92,5.573
Queens,Elmhurst/Maspeth,23,14,13.73,22.81,5.131
Queens,Far Rockaway,0,5,11.1,13.19,4.248
Queens,Far Rockaway,1,4,16.14,15.88,6.243
Queens,Far Rockaway,4,7,47.22,22.99,17.1
Queens,Far Rockaway,5,24,65.77,15.54,17.577
Queens,Far Rockaway,6,22,69.39,15.53,16.536
Queens,Far Rockaway,7,34,52.85,13.78,12.948
Queens,Far Rockaway,8,36,51.68,11.95,10.875
Queens,Far Rockaway,9,25,78.62,14.58,18.191
Queens,Far Rockaway,10,15,55.1,15.73,16.747
Queens,Far Rockaway,11,22,59.56,17.15,16.093
Queens,Far Rockaway,12,22,55.93,16.15,15.348
Queens,Far Rockaway,13,15,50.18,16.88,14.453
Queens,Far Rockaway,14,30,59.32,12.01,13.14
Queens,Far Rockaway,15,21,61.6,13.51,12.549
Queens,Far Rockaway,16,15,55.45,10.09,10.891
Queens,Far Rockaway,17,11,24.23,10.6,7.361
Queens,Far Rockaway,18,15,45.93,15.64,13.261
Queens,Far Rockaway,19,10,55.71,16.42,14.516
Queens,Far Rockaway,20,10,43.58,16.86,11.988
Queens,Far Rockaway,21,3,8.3,12.0,4.61
Queens,Far Rockaway,22,2,40.34,21.02,11.145
Queens,Far Rockaway,23,14,26.67,20.91,10.677
Queens,Flushing,0,30,12.83,24.2,6.3
Queens,Flushing,1,21,13.77,13.8,5.03
Queens,Flushing,2,9,16.85,27.24,7.651
Queens,Flushing,3,8,13.48,16.1,5.339
Queens,Flushing,4,11,18.67,30.02,7.755
Queens,Flushing,5,13,32.85,16.41,10.15
Queens,Flushing,6,12,30.3,16.2,8.15
Queens,Flushing,7,28,22.14,12.13,6.147
Queens,Flushing,8,15,37.03,11.43,8.847
Queens,Flushing,9,11,28.65,12.88,6.967
Queens,Flushing,10,12,35.42,12.9,9.111
Queens,Flushing,11,15,25.13,15.65,8.829
Queens,Flushing,12,26,39.14,12.64,9.763
Queens,Flushing,13,21,34.27,17.23,9.64
Queens,Flushing,14,24,23.53,11.62,6.559
Queens,Flushing,15,19,22.0,11.24,5.995
Queens,Flushing,16,10,40.55,13.28,9.14
Queens,Flushing,17,12,33.48,10.21,6.932
Queens,Flushing,18,16,22.7,13.17,6.904
Queens,Flushing,19,21,23.62,17.89,7.789
Queens,Flushing,20,29,23.77,19.14,6.941
Queens,Flushing,21,41,18.42,23.44,7.027
Queens,Flushing,22,49,14.52,17.08,4.885
Queens,Flushing,23,33,14.35,20.57,6.364
Queens,Flushing Meadows-Corona Park,0,18,20.52,36.4,10.922
Queens,Flushing Meadows-Corona Park,1,15,16.27,34.7,8.531
Queens,Flushing Meadows-Corona Park,2,7,18.28,31.61,9.789
Queens,Flushing Meadows-Corona Park,3,4,13.75,42.92,8.605
Queens,Flushing Meadows-Corona Park,4,9,10.08,43.83,6.934
Queens,Flushing Meadows-Corona Park,5,17,17.35,37.89,10.519
Queens,Flushing Meadows-Corona Park,6,32,17.7,34.32,9.704
Queens,Flushing Meadows-Corona Park,7,35,17.45,32.09,9.29
Queens,Flushing Meadows-Corona Park,8,31,15.98,34.25,8.889
Queens,Flushing Meadows-Corona Park,9,12,18.19,24.29,8.597
Queens,Flushing Meadows-Corona Park,10,19,16.93,31.15,8.455
Queens,Flushing Meadows-Corona Park,11,12,16.92,26.01,7.57
Queens,Flushing Meadows-Corona Park,12,16,19.67,27.27,7.173
Queens,Flushing Meadows-Corona Park,13,16,16.28,30.05,8.213
Queens,Flushing Meadows-Corona Park,14,13,22.68,27.46,10.132
Queens,Flushing Meadows-Corona Park,15,12,23.27,21.05,7.704
Queens,Flushing Meadows-Corona Park,16,33,28.15,20.05,9.532
Queens,Flushing Meadows-Corona Park,17,11,20.57,25.9,8.807
Queens,Flushing Meadows-Corona Park,18,14,21.24,25.33,8.628
Queens,Flushing Meadows-Corona Park,19,15,16.02,33.05,7.101
Queens,Flushing Meadows-Corona Park,20,23,18.12,31.9,8.837
Queens,Flushing Meadows-Corona Park,21,31,19.3,30.63,8.956
Queens,Flushing Meadows-Corona Park,22,42,17.08,34.31,9.665
Queens,Flushing Meadows-Corona Park,23,15,21.75,31.07,9.907
Queens,Forest Hills,0,55,13.55,16.24,4.729
Queens,Forest Hills,1,26,16.44,23.01,6.039
Queens,Forest Hills,2,14,13.79,16.32,4.157
Queens,Forest Hills,3,6,21.33,29.9,9.285
Queens,Forest Hills,4,16,14.39,17.48,5.608
Queens,Forest Hills,5,17,21.53,14.19,5.838
Queens,Forest Hills,6,35,22.0,20.38,7.623
Queens,Forest Hills,7,79,29.7,14.6,7.423
Queens,Forest Hills,8,69,29.57,12.54,7.182
Queens,Forest Hills,9,39,32.42,12.2,7.882
Queens,Forest Hills,10,34,38.12,14.14,7.359
Queens,Forest Hills,11,39,27.75,12.16,7.515
Queens,Forest Hills,12,40,23.92,11.63,6.535
Queens,Forest Hills,13,31,22.78,13.23,6.47
Queens,Forest Hills,14,48,15.83,11.14,3.993
Queens,Forest Hills,15,50,24.65,10.95,5.802
Queens,Forest Hills,16,41,18.73,10.43,4.957
Queens,Forest Hills,17,56,19.53,11.47,4.587
Queens,Forest Hills,18,62,18.72,15.81,4.745
Queens,Forest Hills,19,49,15.75,12.31,4.101
Queens,Forest Hills,20,69,15.28,12.73,4.708
Queens,Forest Hills,21,76,16.38,15.68,5.016
Queens,Forest Hills,22,79,14.02,18.57,5.36
Queens,Forest Hills,23,82,13.81,18.15,5.157
Queens,Forest Park/Highland Park,1,1,2.93,32.73,1.6
Queens,Forest Park/Highland Park,4,1,21.63,46.59,16.8
Queens,Forest Park/Highland Park,8,2,40.02,17.17,10.575
Queens,Forest Park/Highland Park,12,1,9.28,45.18,6.99
Queens,Forest Park/Highland Park,13,3,13.6,14.61,4.443
Queens,Forest Park/Highland Park,14,1,10.98,8.85,1.62
Queens,Forest Park/Highland Park,17,1,55.55,13.24,12.26
Queens,Forest Park/Highland Park,18,1,26.98,21.92,9.86
Queens,Forest Park/Highland Park,19,2,19.79,10.29,3.14
Queens,Forest Park/Highland Park,20,2,7.52,15.12,1.995
Queens,Forest Park/Highland Park,21,2,5.01,13.35,1.12
Queens,Forest Park/Highland Park,22,2,5.77,16.29,1.615
Queens,Forest Park/Highland Park,23,2,13.94,14.84,3.715
Queens,Fresh Meadows,0,8,16.44,29.56,8.616
Queens,Fresh Meadows,1,4,16.84,22.74,5.56
Queens,Fresh Meadows,2,2,14.14,14.81,3.49
Queens,Fresh Meadows,3,3,10.97,20.29,4.337
Queens,Fresh Meadows,4,4,45.07,15.42,11.578
Queens,Fresh Meadows,5,7,37.48,18.35,9.95
Queens,Fresh Meadows,6,6,27.42,23.67,21.983
Queens,Fresh Meadows,7,7,18.5,15.05,6.846
Queens,Fresh Meadows,8,4,24.39,11.39,6.905
Queens,Fresh Meadows,9,5,35.33,11.64,5.644
Queens,Fresh Meadows,10,8,48.57,14.32,11.813
Queens,Fresh Meadows,11,9,20.88,17.51,7.862
Queens,Fresh Meadows,12,11,30.52,14.32,8.266
Queens,Fresh Meadows,13,6,37.1,18.95,12.792
Queens,Fresh Meadows,14,5,41.33,13.65,8.996
Queens,Fresh Meadows,15,10,20.18,12.99,5.754
Queens,Fresh Meadows,16,4,23.63,10.7,4.778
Queens,Fresh Meadows,17,1,9.73,22.19,3.6
Queens,Fresh Meadows,18,2,11.78,7.67,1.45
Queens,Fresh Meadows,19,2,39.77,16.11,13.67
Queens,Fresh Meadows,20,2,27.52,12.25,4.79
Queens,Fresh Meadows,21,3,13.0,12.14,4.057
Queens,Fresh Meadows,22,15,14.33,19.25,4.877
Queens,Fresh Meadows,23,11,15.27,21.79,6.415
Queens,Glen Oaks,0,22,20.29,30.47,10.145
Queens,Glen Oaks,1,8,17.15,27.22,7.766
Queens,Glen Oaks,2,3,22.57,31.48,11.77
Queens,Glen Oaks,3,1,13.42,26.25,5.87
Queens,Glen Oaks,4,5,25.95,34.94,14.65
Queens,Glen Oaks,5,2,18.03,25.14,8.095
Queens,Glen Oaks,6,4,47.64,16.37,8.678
Queens,Glen Oaks,7,5,22.23,21.3,11.918
Queens,Glen Oaks,8,10,20.08,23.4,9.728
Queens,Glen Oaks,9,6,37.48,21.07,11.052
Queens,Glen Oaks,10,6,22.64,23.81,10.547
Queens,Glen Oaks,11,3,37.65,16.88,10.643
Queens,Glen Oaks,12,8,30.48,18.55,12.251
Queens,Glen Oaks,13,7,44.77,19.45,12.957
Queens,Glen Oaks,14,7,22.38,19.66,10.091
Queens,Glen Oaks,15,5,67.63,14.55,13.756
Queens,Glen Oaks,16,2,28.63,27.39,12.96
Queens,Glen Oaks,17,3,39.23,5.68,6.033
Queens,Glen Oaks,18,4,24.89,14.89,7.342
Queens,Glen Oaks,19,5,23.6,22.7,8.728
Queens,Glen Oaks,20,6,14.29,27.97,9.462
Queens,Glen Oaks,21,1,17.72,25.6,7.56
Queens,Glen Oaks,22,8,19.79,26.93,10.407
Queens,Glen Oaks,23,19,17.22,27.1,7.491
Queens,Glendale,0,6,21.48,16.99,7.575
Queens,Glendale,1,1,21.48,12.29,4.4
Queens,Glendale,2,4,11.23,27.59,5.018
Queens,Glendale,3,6,16.41,13.89,4.207
Queens,Glendale,4,9,15.5,14.48,4.521
Queens,Glendale,5,11,22.73,14.76,6.25
Queens,Glendale,6,30,27.48,14.28,8.294
Queens,Glendale,7,24,22.17,9.72,5.263
Queens,Glendale,8,23,20.68,11.73,4.707
Queens,Glendale,9,11,22.42,11.12,5.688
Queens,Glendale,10,7,14.55,11.55,3.454
Queens,Glendale,11,11,21.33,12.19,6.389
Queens,Glendale,12,4,31.55,7.65,5.285
Queens,Glendale,13,14,20.78,11.5,4.722
Queens,Glendale,14,11,23.42,9.39,4.279
Queens,Glendale,15,9,14.7,8.16,3.916
Queens,Glendale,16,14,23.82,14.14,5.736
Queens,Glendale,17,5,28.68,14.89,6.6
Queens,Glendale,18,12,16.0,11.28,2.985
Queens,Glendale,19,9,22.73,11.13,4.13
Queens,Glendale,20,9,11.53,16.51,6.614
Queens,Glendale,21,18,14.53,15.52,5.19
Queens,Glendale,22,14,13.43,13.11,3.484
Queens,Glendale,23,10,12.57,11.86,5.244
Queens,Hammels/Arverne,0,2,21.59,17.99,7.365
Queens,Hammels/Arverne,1,2,20.5,15.69,6.46
Queens,Hammels/Arverne,3,9,39.95,21.88,14.314
Queens,Hammels/Arverne,4,6,47.97,16.12,13.783
Queens,Hammels/Arverne,5,19,74.82,16.47,18.416
Queens,Hammels/Arverne,6,16,63.49,13.41,14.706
Queens,Hammels/Arverne,7,51,47.23,11.72,9.538
Queens,Hammels/Arverne,8,42,35.6,13.52,9.326
Queens,Hammels/Arverne,9,26,52.3,15.6,13.622
Queens,Hammels/Arverne,10,24,54.43,16.49,13.677
Queens,Hammels/Arverne,11,23,78.42,12.01,16.113
Queens,Hammels/Arverne,12,9,54.6,16.45,16.352
Queens,Hammels/Arverne,13,16,65.91,16.05,15.819
Queens,Hammels/Arverne,14,12,48.67,12.57,9.671
Queens,Hammels/Arverne,15,15,65.7,14.52,12.725
Queens,Hammels/Arverne,16,13,47.82,11.8,11.608
Queens,Hammels/Arverne,17,19,48.33,13.1,11.699
Queens,Hammels/Arverne,18,7,45.1,15.72,10.503
Queens,Hammels/Arverne,19,5,58.87,16.75,14.594
Queens,Hammels/Arverne,20,6,38.31,16.1,11.193
Queens,Hammels/Arverne,21,4,51.53,16.59,12.97
Queens,Hammels/Arverne,22,2,39.31,21.85,14.7
Queens,Hammels/Arverne,23,2,42.65,15.74,10.65
Queens,Hillcrest/Pomonok,0,8,13.77,24.6,6.809
Queens,Hillcrest/Pomonok,1,5,19.58,25.71,9.826
Queens,Hillcrest/Pomonok,2,2,7.62,16.5,2.04
Queens,Hillcrest/Pomonok,3,7,19.08,23.27,6.386
Queens,Hillcrest/Pomonok,4,4,20.84,23.43,9.455
Queens,Hillcrest/Pomonok,5,11,19.65,19.57,9.931
Queens,Hillcrest/Pomonok,6,30,26.81,17.4,9.256
Queens,Hillcrest/Pomonok,7,37,24.47,17.68,7.602
Queens,Hillcrest/Pomonok,8,19,23.1,9.05,7.069
Queens,Hillcrest/Pomonok,9,15,24.17,8.24,5.611
Queens,Hillcrest/Pomonok,10,7,28.08,16.13,7.779
Queens,Hillcrest/Pomonok,11,14,56.0,10.95,9.176
Queens,Hillcrest/Pomonok,12,16,38.83,12.53,8.257
Queens,Hillcrest/Pomonok,13,21,30.52,11.47,6.379
Queens,Hillcrest/Pomonok,14,19,19.95,12.27,6.534
Queens,Hillcrest/Pomonok,15,25,36.35,11.23,8.226
Queens,Hillcrest/Pomonok,16,15,46.92,9.56,7.147
Queens,Hillcrest/Pomonok,17,6,18.67,10.01,4.407
Queens,Hillcrest/Pomonok,18,3,32.88,12.51,6.873
Queens,Hillcrest/Pomonok,19,8,19.11,19.52,6.979
Queens,Hillcrest/Pomonok,20,6,22.56,13.72,5.388
Queens,Hillcrest/Pomonok,21,13,25.43,20.48,8.625
Queens,Hillcrest/Pomonok,22,13,16.27,23.02,7.809
Queens,Hillcrest/Pomonok,23,4,17.14,23.78,7.973
Queens,Hollis,0,4,23.95,19.16,7.833
Queens,Hollis,1,2,20.24,24.65,8.915
Queens,Hollis,2,2,20.81,23.25,10.735
Queens,Hollis,3,1,4.05,9.93,0.67
Queens,Hollis,4,4,8.26,14.12,1.777
Queens,Hollis,5,8,17.12,26.63,7.2
Queens,Hollis,6,30,38.33,15.54,10.766
Queens,Hollis,7,29,27.58,14.69,8.148
Queens,Hollis,8,25,29.35,15.37,8.226
Queens,Hollis,9,6,36.88,18.79,17.917
Queens,Hollis,10,6,9.22,13.44,4.187
Queens,Hollis,11,12,51.96,12.53,10.075
Queens,Hollis,12,3,25.88,13.78,6.737
Queens,Hollis,13,7,24.9,12.44,6.076
Queens,Hollis,14,13,13.13,10.91,4.142
Queens,Hollis,15,4,26.93,14.57,7.453
Queens,Hollis,16,3,41.5,12.07,7.163
Queens,Hollis,18,4,24.73,11.72,6.587
Queens,Hollis,19,5,38.22,12.38,11.028
Queens,Hollis,21,3,34.88,16.4,10.043
Queens,Hollis,22,3,23.85,14.09,7.483
Queens,Hollis,23,4,19.38,17.71,7.153
Queens,Howard Beach,0,26,20.79,20.05,8.738
Queens,Howard Beach,1,7,20.52,27.85,8.283
Queens,Howard Beach,2,2,21.81,17.81,5.82
Queens,Howard Beach,3,3,25.27,33.87,10.683
Queens,Howard Beach,4,1,54.02,16.88,15.2
Queens,Howard Beach,5,6,41.88,13.65,7.672
Queens,Howard Beach,6,10,58.63,8.42,9.474
Queens,Howard Beach,7,14,24.56,13.21,5.391
Queens,Howard Beach,8,21,26.88,13.21,8.083
Queens,Howard Beach,9,8,23.42,13.46,5.925
Queens,Howard Beach,10,16,41.76,14.06,9.677
Queens,Howard Beach,11,7,24.62,16.25,8.411
Queens,Howard Beach,12,17,25.2,18.51,8.165
Queens,Howard Beach,13,14,28.34,13.19,9.586
Queens,Howard Beach,14,27,31.58,10.52,6.543
Queens,Howard Beach,15,10,15.42,13.3,3.633
Queens,Howard Beach,16,9,21.53,12.07,6.891
Queens,Howard Beach,17,6,13.78,15.53,4.492
Queens,Howard Beach,18,1,34.28,13.6,7.77
Queens,Howard Beach,19,8,25.03,13.79,6.13
Queens,Howard Beach,20,12,23.88,24.62,10.232
Queens,Howard Beach,21,20,15.45,19.31,7.164
Queens,Howard Beach,22,23,23.67,17.27,9.09
Queens,Howard Beach,23,23,24.98,24.34,10.076
Queens,JFK Airport,0,4913,30.88,30.88,15.151
Queens,JFK Airport,1,2055,28.43,31.9,14.154
Queens,JFK Airport,2,793,26.1,34.53,13.787
Queens,JFK Airport,3,538,22.15,34.28,12.809
Queens,JFK Airport,4,626,20.9,35.0,12.305
Queens,JFK Airport,5,2060,26.3,32.47,13.432
Queens,JFK Airport,6,3493,35.65,23.79,14.312
Queens,JFK Airport,7,4226,46.15,20.3,15.51
Queens,JFK Airport,8,3185,41.02,21.73,15.197
Queens,JFK Airport,9,3040,34.61,25.62,14.83
Queens,JFK Airport,10,3726,34.94,26.3,14.859
Queens,JFK Airport,11,3489,37.43,26.33,15.544
Queens,JFK Airport,12,4353,38.88,26.2,15.99
Queens,JFK Airport,13,5156,41.65,24.53,16.114
Queens,JFK Airport,14,7120,46.84,21.48,16.018
Queens,JFK Airport,15,9142,49.14,20.16,15.85
Queens,JFK Airport,16,10361,51.07,19.82,16.113
Queens,JFK Airport,17,8591,48.68,20.47,15.896
Queens,JFK Airport,18,7711,42.1,23.56,15.625
Queens,JFK Airport,19,9102,36.92,27.31,15.824
Queens,JFK Airport,20,9237,34.23,29.42,15.707
Queens,JFK Airport,21,9227,32.77,30.49,15.613
Queens,JFK Airport,22,8530,34.68,27.62,15.615
Queens,JFK Airport,23,7438,33.58,28.15,15.44
Queens,Jackson Heights,0,46,14.12,13.65,4.906
Queens,Jackson Heights,1,52,13.63,11.09,3.608
Queens,Jackson Heights,2,41,13.35,16.0,4.066
Queens,Jackson Heights,3,93,15.8,16.03,5.496
Queens,Jackson Heights,4,133,15.0,16.9,5.265
Queens,Jackson Heights,5,52,14.48,22.84,5.638
Queens,Jackson Heights,6,83,22.2,14.41,6.196
Queens,Jackson Heights,7,135,22.93,12.4,5.596
Queens,Jackson Heights,8,103,19.85,10.05,5.11
Queens,Jackson Heights,9,60,14.97,13.76,5.062
Queens,Jackson Heights,10,55,18.68,14.51,5.586
Queens,Jackson Heights,11,41,15.58,15.11,5.357
Queens,Jackson Heights,12,49,16.33,11.05,4.906
Queens,Jackson Heights,13,46,12.22,15.28,4.363
Queens,Jackson Heights,14,77,15.42,11.21,4.226
Queens,Jackson Heights,15,46,15.23,11.96,4.172
Queens,Jackson Heights,16,52,19.32,10.66,4.642
Queens,Jackson Heights,17,82,19.02,12.48,4.33
Queens,Jackson Heights,18,83,21.38,12.29,4.665
Queens,Jackson Heights,19,60,15.43,12.02,4.793
Queens,Jackson Heights,20,72,15.45,15.64,5.135
Queens,Jackson Heights,21,73,17.4,15.82,5.742
Queens,Jackson Heights,22,53,16.52,16.82,5.387
Queens,Jackson Heights,23,96,14.99,16.7,5.292
Queens,Jamaica,0,172,16.19,22.25,6.968
Queens,Jamaica,1,77,13.57,19.74,6.168
Queens,Jamaica,2,50,14.02,18.46,5.954
Queens,Jamaica,3,33,16.78,25.57,7.378
Queens,Jamaica,4,33,16.38,23.73,7.053
Queens,Jamaica,5,31,26.8,22.04,11.035
Queens,Jamaica,6,57,25.88,18.03,9.854
Queens,Jamaica,7,95,25.37,13.54,8.177
Queens,Jamaica,8,52,26.73,11.31,6.943
Queens,Jamaica,9,41,31.93,12.51,8.557
Queens,Jamaica,10,32,28.48,16.07,9.889
Queens,Jamaica,11,37,23.18,13.93,7.908
Queens,Jamaica,12,52,22.0,15.52,6.416
Queens,Jamaica,13,88,20.24,13.61,6.439
Queens,Jamaica,14,116,22.23,11.56,5.95
Queens,Jamaica,15,138,20.36,11.83,5.587
Queens,Jamaica,16,93,24.42,14.16,7.607
Queens,Jamaica,17,88,19.62,12.66,5.696
Queens,Jamaica,18,68,19.48,15.4,6.089
Queens,Jamaica,19,62,16.75,16.59,6.941
